"sitename","lat","long","siteid","datasetid","age","Salix","Populus","Picea"
"Headwaters Lake",67.93333,-155.05,"992","1024",745,10,0,17
"Headwaters Lake",67.93333,-155.05,"992","1024",1199,12,0,17
"Headwaters Lake",67.93333,-155.05,"992","1024",1923,13,0,14
"Headwaters Lake",67.93333,-155.05,"992","1024",2479,9,0,11
"Headwaters Lake",67.93333,-155.05,"992","1024",2820,9,0,13
"Headwaters Lake",67.93333,-155.05,"992","1024",3296,5,0,13
"Headwaters Lake",67.93333,-155.05,"992","1024",3593,10,0,13
"Headwaters Lake",67.93333,-155.05,"992","1024",3875,6,0,19
"Headwaters Lake",67.93333,-155.05,"992","1024",4279,8,0,14
"Headwaters Lake",67.93333,-155.05,"992","1024",4538,4,0,3
"Headwaters Lake",67.93333,-155.05,"992","1024",4792,4,0,11
"Headwaters Lake",67.93333,-155.05,"992","1024",5043,4,0,7
"Headwaters Lake",67.93333,-155.05,"992","1024",5420,4,0,12
"Headwaters Lake",67.93333,-155.05,"992","1024",5806,5,0,6
"Headwaters Lake",67.93333,-155.05,"992","1024",6071,4,0,1
"Headwaters Lake",67.93333,-155.05,"992","1024",6489,3,0,7
"Headwaters Lake",67.93333,-155.05,"992","1024",6784,7,0,1
"Headwaters Lake",67.93333,-155.05,"992","1024",7257,10,0,5
"Headwaters Lake",67.93333,-155.05,"992","1024",7596,9,0,2
"Headwaters Lake",67.93333,-155.05,"992","1024",7958,14,0,0
"Headwaters Lake",67.93333,-155.05,"992","1024",8345,13,4,0
"Headwaters Lake",67.93333,-155.05,"992","1024",8976,5,0,0
"Headwaters Lake",67.93333,-155.05,"992","1024",9435,14,0,0
"Headwaters Lake",67.93333,-155.05,"992","1024",9928,20,0,0
"Headwaters Lake",67.93333,-155.05,"992","1024",10457,22,0,0
"Headwaters Lake",67.93333,-155.05,"992","1024",11024,12,0,0
"Headwaters Lake",67.93333,-155.05,"992","1024",11631,37,0,0
"Headwaters Lake",67.93333,-155.05,"992","1024",11951,64,5,0
"Redondo Lake",67.68333,-155.03333,"1974","2047",2,7,0,20
"Redondo Lake",67.68333,-155.03333,"1974","2047",165,6,0,9
"Redondo Lake",67.68333,-155.03333,"1974","2047",328,7,0,17
"Redondo Lake",67.68333,-155.03333,"1974","2047",500,4,0,14
"Redondo Lake",67.68333,-155.03333,"1974","2047",672,7,0,18
"Redondo Lake",67.68333,-155.03333,"1974","2047",846,4,0,29
"Redondo Lake",67.68333,-155.03333,"1974","2047",1019,7,0,20
"Redondo Lake",67.68333,-155.03333,"1974","2047",1190,4,0,24
"Redondo Lake",67.68333,-155.03333,"1974","2047",1359,4,0,24
"Redondo Lake",67.68333,-155.03333,"1974","2047",1517,3,1,6
"Redondo Lake",67.68333,-155.03333,"1974","2047",1802,6,0,14
"Redondo Lake",67.68333,-155.03333,"1974","2047",2083,1,0,12
"Redondo Lake",67.68333,-155.03333,"1974","2047",2511,8,0,7
"Redondo Lake",67.68333,-155.03333,"1974","2047",3082,2,0,0
"Redondo Lake",67.68333,-155.03333,"1974","2047",3365,9,1,8
"Redondo Lake",67.68333,-155.03333,"1974","2047",3636,3,0,16
"Redondo Lake",67.68333,-155.03333,"1974","2047",4201,3,0,1
"Redondo Lake",67.68333,-155.03333,"1974","2047",4529,2,0,3
"Redondo Lake",67.68333,-155.03333,"1974","2047",4808,6,0,14
"Redondo Lake",67.68333,-155.03333,"1974","2047",5086,3,0,1
"Redondo Lake",67.68333,-155.03333,"1974","2047",5625,6,0,14
"Redondo Lake",67.68333,-155.03333,"1974","2047",5894,1,0,5
"Redondo Lake",67.68333,-155.03333,"1974","2047",6030,9,0,6
"Redondo Lake",67.68333,-155.03333,"1974","2047",6163,6,0,5
"Redondo Lake",67.68333,-155.03333,"1974","2047",6434,10,0,2
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",530,4,0,61
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",987,12,1,83
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",1795,16,1,86
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",2375,11,2,50
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",3100,12,0,45
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",3827,4,1,98
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",4540,8,0,41
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",5255,3,0,45
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",5965,7,0,19
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",6582,4,0,17
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",6869,7,3,29
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",7155,6,0,25
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",7433,4,0,19
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",7708,6,0,22
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",7919,6,2,66
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",8072,6,0,60
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",8329,10,11,50
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",8489,14,1,85
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",8650,1,4,53
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",8854,21,1,23
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",9061,4,6,3
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",10290,22,8,1
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",11274,25,22,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",11600,27,53,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",11927,21,32,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",12239,39,17,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",12481,51,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",12780,19,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",12983,19,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",13251,19,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",13934,9,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",14663,120,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",15372,78,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",16063,60,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",16749,73,0,1
"Screaming Yellowlegs Pond",67.58333,-151.41667,"2270","2351",17441,53,0,4
"Rebel Lake",67.41667,-149.8,"1973","2045",0,8,2,56
"Rebel Lake",67.41667,-149.8,"1973","2045",584,11,5,42
"Rebel Lake",67.41667,-149.8,"1973","2045",1168,16,0,36
"Rebel Lake",67.41667,-149.8,"1973","2045",1752,10,5,33
"Rebel Lake",67.41667,-149.8,"1973","2045",2336,4,2,40
"Rebel Lake",67.41667,-149.8,"1973","2045",2920,12,1,26
"Rebel Lake",67.41667,-149.8,"1973","2045",3504,8,1,49
"Rebel Lake",67.41667,-149.8,"1973","2045",4088,2,4,34
"Rebel Lake",67.41667,-149.8,"1973","2045",4672,13,1,46
"Rebel Lake",67.41667,-149.8,"1973","2045",5548,7,0,27
"Rebel Lake",67.41667,-149.8,"1973","2045",5840,6,2,25
"Rebel Lake",67.41667,-149.8,"1973","2045",6424,3,1,19
"Rebel Lake",67.41667,-149.8,"1973","2045",6716,6,0,28
"Rebel Lake",67.41667,-149.8,"1973","2045",7008,9,9,19
"Rebel Lake",67.41667,-149.8,"1973","2045",7300,12,1,26
"Rebel Lake",67.41667,-149.8,"1973","2045",7400,13,2,37
"Rebel Lake",67.41667,-149.8,"1973","2045",7500,14,0,36
"Rebel Lake",67.41667,-149.8,"1973","2045",7600,15,0,46
"Rebel Lake",67.41667,-149.8,"1973","2045",7700,13,0,33
"Rebel Lake",67.41667,-149.8,"1973","2045",7800,12,0,27
"Rebel Lake",67.41667,-149.8,"1973","2045",7900,24,0,53
"Rebel Lake",67.41667,-149.8,"1973","2045",8000,17,0,17
"Rebel Lake",67.41667,-149.8,"1973","2045",8143,34,2,15
"Rebel Lake",67.41667,-149.8,"1973","2045",8357,30,2,12
"Rebel Lake",67.41667,-149.8,"1973","2045",8714,37,2,1
"Rebel Lake",67.41667,-149.8,"1973","2045",9429,36,12,0
"Rebel Lake",67.41667,-149.8,"1973","2045",10143,37,4,0
"Rebel Lake",67.41667,-149.8,"1973","2045",10857,35,9,0
"Rebel Lake",67.41667,-149.8,"1973","2045",11571,29,0,0
"Rebel Lake",67.41667,-149.8,"1973","2045",12286,25,11,0
"Rebel Lake",67.41667,-149.8,"1973","2045",12643,32,5,0
"Rebel Lake",67.41667,-149.8,"1973","2045",13000,91,1,1
"Rebel Lake",67.41667,-149.8,"1973","2045",13214,95,0,0
"Rebel Lake",67.41667,-149.8,"1973","2045",13357,63,1,1
"Rebel Lake",67.41667,-149.8,"1973","2045",13500,92,2,2
"Rebel Lake",67.41667,-149.8,"1973","2045",13714,82,2,1
"Rebel Lake",67.41667,-149.8,"1973","2045",14429,66,0,1
"Rebel Lake",67.41667,-149.8,"1973","2045",15143,17,3,5
"Rebel Lake",67.41667,-149.8,"1973","2045",15857,28,0,8
"Rebel Lake",67.41667,-149.8,"1973","2045",16571,19,0,9
"Rebel Lake",67.41667,-149.8,"1973","2045",17286,13,0,5
"Rebel Lake",67.41667,-149.8,"1973","2045",18000,33,0,0
"Rebel Lake",67.41667,-149.8,"1973","2045",19429,11,2,3
"Rebel Lake",67.41667,-149.8,"1973","2045",20143,26,0,4
"Rebel Lake",67.41667,-149.8,"1973","2045",20857,8,0,3
"Sakana Lake",67.43333,-147.85,"2245","2324",227,21,0,101
"Sakana Lake",67.43333,-147.85,"2245","2324",1136,4,0,10
"Sakana Lake",67.43333,-147.85,"2245","2324",2271,9,1,121
"Sakana Lake",67.43333,-147.85,"2245","2324",3407,12,0,117
"Sakana Lake",67.43333,-147.85,"2245","2324",4542,8,0,167
"Sakana Lake",67.43333,-147.85,"2245","2324",5308,6,0,112
"Sakana Lake",67.43333,-147.85,"2245","2324",6098,7,0,101
"Sakana Lake",67.43333,-147.85,"2245","2324",6492,2,0,82
"Sakana Lake",67.43333,-147.85,"2245","2324",7018,14,0,105
"Sakana Lake",67.43333,-147.85,"2245","2324",7674,8,0,100
"Sakana Lake",67.43333,-147.85,"2245","2324",8002,13,0,88
"Sakana Lake",67.43333,-147.85,"2245","2324",8330,12,1,12
"Sakana Lake",67.43333,-147.85,"2245","2324",8482,41,16,0
"Sakana Lake",67.43333,-147.85,"2245","2324",8786,58,12,0
"Sakana Lake",67.43333,-147.85,"2245","2324",9091,33,57,0
"Sakana Lake",67.43333,-147.85,"2245","2324",9395,30,26,1
"Sakana Lake",67.43333,-147.85,"2245","2324",9699,25,94,1
"Sakana Lake",67.43333,-147.85,"2245","2324",11069,59,56,2
"Sakana Lake",67.43333,-147.85,"2245","2324",12742,24,0,0
"Sakana Lake",67.43333,-147.85,"2245","2324",13046,16,0,0
"Redstone Lake",67.25,-152.6,"1977","2050",0,3,0,40
"Redstone Lake",67.25,-152.6,"1977","2050",371,1,0,19
"Redstone Lake",67.25,-152.6,"1977","2050",1114,1,0,29
"Redstone Lake",67.25,-152.6,"1977","2050",1485,3,0,32
"Redstone Lake",67.25,-152.6,"1977","2050",2227,7,2,26
"Redstone Lake",67.25,-152.6,"1977","2050",2969,3,0,20
"Redstone Lake",67.25,-152.6,"1977","2050",4083,3,4,19
"Redstone Lake",67.25,-152.6,"1977","2050",4825,4,0,23
"Redstone Lake",67.25,-152.6,"1977","2050",5939,3,0,17
"Redstone Lake",67.25,-152.6,"1977","2050",6420,2,0,12
"Redstone Lake",67.25,-152.6,"1977","2050",6750,3,0,7
"Redstone Lake",67.25,-152.6,"1977","2050",6970,3,0,6
"Redstone Lake",67.25,-152.6,"1977","2050",7190,0,0,6
"Redstone Lake",67.25,-152.6,"1977","2050",7410,3,0,6
"Redstone Lake",67.25,-152.6,"1977","2050",7630,1,0,5
"Redstone Lake",67.25,-152.6,"1977","2050",7850,2,0,13
"Redstone Lake",67.25,-152.6,"1977","2050",7892,4,0,11
"Redstone Lake",67.25,-152.6,"1977","2050",7933,3,0,26
"Redstone Lake",67.25,-152.6,"1977","2050",7975,8,0,15
"Redstone Lake",67.25,-152.6,"1977","2050",8017,5,0,19
"Redstone Lake",67.25,-152.6,"1977","2050",8059,1,1,7
"Redstone Lake",67.25,-152.6,"1977","2050",8142,9,1,6
"Redstone Lake",67.25,-152.6,"1977","2050",8225,4,1,12
"Redstone Lake",67.25,-152.6,"1977","2050",8309,5,2,7
"Redstone Lake",67.25,-152.6,"1977","2050",8476,10,9,1
"Redstone Lake",67.25,-152.6,"1977","2050",8684,14,25,0
"Redstone Lake",67.25,-152.6,"1977","2050",8893,48,2,0
"Redstone Lake",67.25,-152.6,"1977","2050",9101,39,0,1
"Redstone Lake",67.25,-152.6,"1977","2050",9310,12,2,0
"Redstone Lake",67.25,-152.6,"1977","2050",9518,10,0,0
"Redstone Lake",67.25,-152.6,"1977","2050",9727,18,0,0
"Redstone Lake",67.25,-152.6,"1977","2050",9935,22,2,0
"Redstone Lake",67.25,-152.6,"1977","2050",10102,23,1,0
"Redstone Lake",67.25,-152.6,"1977","2050",10352,21,0,0
"Redstone Lake",67.25,-152.6,"1977","2050",10561,8,0,0
"Redstone Lake",67.25,-152.6,"1977","2050",10769,28,1,0
"Redstone Lake",67.25,-152.6,"1977","2050",10978,30,0,0
"Redstone Lake",67.25,-152.6,"1977","2050",11186,34,7,0
"Redstone Lake",67.25,-152.6,"1977","2050",11603,32,0,1
"Redstone Lake",67.25,-152.6,"1977","2050",11770,36,2,0
"Redstone Lake",67.25,-152.6,"1977","2050",11978,38,4,0
"Redstone Lake",67.25,-152.6,"1977","2050",12229,37,0,1
"Redstone Lake",67.25,-152.6,"1977","2050",12396,65,1,0
"Redstone Lake",67.25,-152.6,"1977","2050",12646,31,1,0
"Redstone Lake",67.25,-152.6,"1977","2050",13021,40,2,2
"Redstone Lake",67.25,-152.6,"1977","2050",13230,36,4,0
"Redstone Lake",67.25,-152.6,"1977","2050",13438,16,0,1
"Redstone Lake",67.25,-152.6,"1977","2050",13647,17,3,0
"Redstone Lake",67.25,-152.6,"1977","2050",13855,14,1,0
"Redstone Lake",67.25,-152.6,"1977","2050",14064,7,0,2
"Xindi Lake",67.110754,-152.492202,"10102","15189",-53,8,1,297
"Xindi Lake",67.110754,-152.492202,"10102","15189",358,7,0,100
"Xindi Lake",67.110754,-152.492202,"10102","15189",776,4,0,113
"Xindi Lake",67.110754,-152.492202,"10102","15189",1364,6,0,54
"Xindi Lake",67.110754,-152.492202,"10102","15189",2124,8,1,80
"Xindi Lake",67.110754,-152.492202,"10102","15189",2876,8,4,90.5
"Xindi Lake",67.110754,-152.492202,"10102","15189",3586,6,0,73
"Xindi Lake",67.110754,-152.492202,"10102","15189",4461,5,3,61
"Xindi Lake",67.110754,-152.492202,"10102","15189",5072,3,0,64
"Xindi Lake",67.110754,-152.492202,"10102","15189",5341,10,0,86
"Xindi Lake",67.110754,-152.492202,"10102","15189",5525,5,2,52
"Xindi Lake",67.110754,-152.492202,"10102","15189",5700,10,1,25.5
"Xindi Lake",67.110754,-152.492202,"10102","15189",5841,4,4,26
"Xindi Lake",67.110754,-152.492202,"10102","15189",6080,3,2,26
"Xindi Lake",67.110754,-152.492202,"10102","15189",6283,12,0,21
"Xindi Lake",67.110754,-152.492202,"10102","15189",6619,8,7,12
"Xindi Lake",67.110754,-152.492202,"10102","15189",6894,11,2,34
"Xindi Lake",67.110754,-152.492202,"10102","15189",7166,25,1,40
"Xindi Lake",67.110754,-152.492202,"10102","15189",7404,5,4,40
"Xindi Lake",67.110754,-152.492202,"10102","15189",7629,66,49,3
"Xindi Lake",67.110754,-152.492202,"10102","15189",7850,50,47,1
"Xindi Lake",67.110754,-152.492202,"10102","15189",8072,62,69,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",8297,41,57,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",8522,61,44,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",8751,29,62,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",8979,45,57,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",9210,38,55,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",9442,25,31,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",9676,32,40,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",10150,29,40,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",10380,41,33,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",10609,57,12,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",10741,84,14,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",10766,71,7,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",10840,81,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",10887,72,4,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",10928,85,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",10963,67,1,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",10998,18,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",11032,25,1,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",11067,16,1,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",11136,20,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",11203,36,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",11270,19,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",11322,26,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",11424,31,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",11524,25,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",11625,22,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",11725,16,0,4
"Xindi Lake",67.110754,-152.492202,"10102","15189",11829,32,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",11916,18,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",12197,24,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",12502,17,0,1
"Xindi Lake",67.110754,-152.492202,"10102","15189",12662,23,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",12820,15,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",12976,11,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",13293,16,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",13611,21,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",14428,16,1,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",14602,10,0,0
"Xindi Lake",67.110754,-152.492202,"10102","15189",15361,66,0,2
"Xindi Lake",67.110754,-152.492202,"10102","15189",16197,75,0,1
"Xindi Lake",67.110754,-152.492202,"10102","15189",17032,84,0,5
"Xindi Lake",67.110754,-152.492202,"10102","15189",17867,70,0,4
"Ranger Lake",67.14722,-153.65,"1955","2025",0,9,0,60
"Ranger Lake",67.14722,-153.65,"1955","2025",303,5,2,43
"Ranger Lake",67.14722,-153.65,"1955","2025",607,2,0,55
"Ranger Lake",67.14722,-153.65,"1955","2025",910,1,0,47
"Ranger Lake",67.14722,-153.65,"1955","2025",1214,3,0,55
"Ranger Lake",67.14722,-153.65,"1955","2025",1517,1,0,42
"Ranger Lake",67.14722,-153.65,"1955","2025",1972,2,0,74
"Ranger Lake",67.14722,-153.65,"1955","2025",2268,5,0,50
"Ranger Lake",67.14722,-153.65,"1955","2025",2404,4,1,72
"Ranger Lake",67.14722,-153.65,"1955","2025",2540,5,0,47
"Ranger Lake",67.14722,-153.65,"1955","2025",2949,1,0,55
"Ranger Lake",67.14722,-153.65,"1955","2025",3221,8,0,33
"Ranger Lake",67.14722,-153.65,"1955","2025",3493,1,0,69
"Ranger Lake",67.14722,-153.65,"1955","2025",3766,5,3,56
"Ranger Lake",67.14722,-153.65,"1955","2025",4267,1,0,55
"Ranger Lake",67.14722,-153.65,"1955","2025",4504,5,0,65
"Ranger Lake",67.14722,-153.65,"1955","2025",4741,4,0,33
"Ranger Lake",67.14722,-153.65,"1955","2025",5216,4,0,25
"Ranger Lake",67.14722,-153.65,"1955","2025",5453,3,0,25
"Ranger Lake",67.14722,-153.65,"1955","2025",5690,3,0,56
"Ranger Lake",67.14722,-153.65,"1955","2025",5952,2,0,10
"Ranger Lake",67.14722,-153.65,"1955","2025",6213,3,0,11
"Ranger Lake",67.14722,-153.65,"1955","2025",6475,1,0,33
"Ranger Lake",67.14722,-153.65,"1955","2025",6737,0,0,3
"Ranger Lake",67.14722,-153.65,"1955","2025",6998,8,0,12
"Ranger Lake",67.14722,-153.65,"1955","2025",7260,7,1,9
"Ranger Lake",67.14722,-153.65,"1955","2025",7928,7,0,8
"Ranger Lake",67.14722,-153.65,"1955","2025",8596,7,1,5
"Ranger Lake",67.14722,-153.65,"1955","2025",9264,21,8,0
"Ranger Lake",67.14722,-153.65,"1955","2025",9932,32,3,0
"Ranger Lake",67.14722,-153.65,"1955","2025",10600,16,0,0
"Ranger Lake",67.14722,-153.65,"1955","2025",11273,19,1,0
"Ranger Lake",67.14722,-153.65,"1955","2025",11947,29,0,1
"Ranger Lake",67.14722,-153.65,"1955","2025",12620,22,3,0
"Ranger Lake",67.14722,-153.65,"1955","2025",13293,31,0,1
"Ranger Lake",67.14722,-153.65,"1955","2025",13967,37,1,0
"Ranger Lake",67.14722,-153.65,"1955","2025",14640,41,0,0
"Ranger Lake",67.14722,-153.65,"1955","2025",15313,20,0,1
"Ranger Lake",67.14722,-153.65,"1955","2025",15987,35,0,0
"Ranger Lake",67.14722,-153.65,"1955","2025",16660,29,0,0
"Ranger Lake",67.14722,-153.65,"1955","2025",17333,33,3,0
"Ranger Lake",67.14722,-153.65,"1955","2025",18007,42,5,0
"Ranger Lake",67.14722,-153.65,"1955","2025",18680,14,0,1
"Ranger Lake",67.14722,-153.65,"1955","2025",19353,36,0,1
"Ranger Lake",67.14722,-153.65,"1955","2025",20027,35,0,0
"Ranger Lake",67.14722,-153.65,"1955","2025",20700,29,0,2
"Ranger Lake",67.14722,-153.65,"1955","2025",22047,22,4,0
"Ranger Lake",67.14722,-153.65,"1955","2025",22720,18,2,1
"Ranger Lake",67.14722,-153.65,"1955","2025",23393,18,0,4
"Ranger Lake",67.14722,-153.65,"1955","2025",24403,35,0,2
"Ranger Lake",67.14722,-153.65,"1955","2025",25077,22,0,2
"Ranger Lake",67.14722,-153.65,"1955","2025",25750,22,1,1
"Ranger Lake",67.14722,-153.65,"1955","2025",26423,7,0,3
"Ranger Lake",67.14722,-153.65,"1955","2025",27770,20,2,1
"Ranger Lake",67.14722,-153.65,"1955","2025",28443,23,6,0
"Ranger Lake",67.14722,-153.65,"1955","2025",28780,3,2,7
"Ranger Lake",67.14722,-153.65,"1955","2025",29117,2,0,20
"Ranger Lake",67.14722,-153.65,"1955","2025",29453,2,0,14
"Ranger Lake",67.14722,-153.65,"1955","2025",29790,1,1,21
"Ranger Lake",67.14722,-153.65,"1955","2025",30127,1,0,11
"Angal Lake",67.13333,-153.9,"207","208",0,4,1,45
"Angal Lake",67.13333,-153.9,"207","208",333,0,0,38
"Angal Lake",67.13333,-153.9,"207","208",672,5,0,37
"Angal Lake",67.13333,-153.9,"207","208",1017,1,0,24
"Angal Lake",67.13333,-153.9,"207","208",1546,5,0,54
"Angal Lake",67.13333,-153.9,"207","208",1905,5,0,40
"Angal Lake",67.13333,-153.9,"207","208",2271,3,0,26
"Angal Lake",67.13333,-153.9,"207","208",2643,6,0,37
"Angal Lake",67.13333,-153.9,"207","208",3020,2,1,43
"Angal Lake",67.13333,-153.9,"207","208",3404,4,0,41
"Angal Lake",67.13333,-153.9,"207","208",3793,4,0,57
"Angal Lake",67.13333,-153.9,"207","208",4189,3,1,35
"Angal Lake",67.13333,-153.9,"207","208",4590,3,1,47
"Angal Lake",67.13333,-153.9,"207","208",4997,6,0,40
"Angal Lake",67.13333,-153.9,"207","208",5411,1,1,42
"Angal Lake",67.13333,-153.9,"207","208",5830,2,2,32
"Angal Lake",67.13333,-153.9,"207","208",6470,3,1,27
"Angal Lake",67.13333,-153.9,"207","208",6686,1,0,36
"Angal Lake",67.13333,-153.9,"207","208",6904,1,0,17
"Angal Lake",67.13333,-153.9,"207","208",7344,2,0,11
"Angal Lake",67.13333,-153.9,"207","208",7566,1,0,13
"Angal Lake",67.13333,-153.9,"207","208",7789,6,0,4
"Angal Lake",67.13333,-153.9,"207","208",8241,7,0,6
"Angal Lake",67.13333,-153.9,"207","208",8469,1,0,22
"Angal Lake",67.13333,-153.9,"207","208",8699,6,0,23
"Angal Lake",67.13333,-153.9,"207","208",9163,11,0,22
"Angal Lake",67.13333,-153.9,"207","208",9397,5,0,19
"Angal Lake",67.13333,-153.9,"207","208",9869,14,5,2
"Angal Lake",67.13333,-153.9,"207","208",10348,25,11,0
"Angal Lake",67.13333,-153.9,"207","208",10832,31,11,0
"Angal Lake",67.13333,-153.9,"207","208",11323,36,18,0
"Angal Lake",67.13333,-153.9,"207","208",11819,15,1,0
"Angal Lake",67.13333,-153.9,"207","208",12321,15,0,0
"Angal Lake",67.13333,-153.9,"207","208",12830,11,2,0
"Angal Lake",67.13333,-153.9,"207","208",13344,32,1,0
"Angal Lake",67.13333,-153.9,"207","208",13864,29,2,1
"Angal Lake",67.13333,-153.9,"207","208",14126,24,1,1
"Ruppert Lake",67.06667,-154.23333,"2232","2311",657,4,0,88
"Ruppert Lake",67.06667,-154.23333,"2232","2311",986,8,4,66
"Ruppert Lake",67.06667,-154.23333,"2232","2311",1314,4,1,63
"Ruppert Lake",67.06667,-154.23333,"2232","2311",1643,7,0,110
"Ruppert Lake",67.06667,-154.23333,"2232","2311",1908,4,0,102
"Ruppert Lake",67.06667,-154.23333,"2232","2311",2078,4,0,69
"Ruppert Lake",67.06667,-154.23333,"2232","2311",2248,2,1,85
"Ruppert Lake",67.06667,-154.23333,"2232","2311",2418,2,0,96
"Ruppert Lake",67.06667,-154.23333,"2232","2311",3472,3,0,102
"Ruppert Lake",67.06667,-154.23333,"2232","2311",3608,1,0,65
"Ruppert Lake",67.06667,-154.23333,"2232","2311",3854,0,0,69
"Ruppert Lake",67.06667,-154.23333,"2232","2311",4213,1,1,79
"Ruppert Lake",67.06667,-154.23333,"2232","2311",4572,4,0,58
"Ruppert Lake",67.06667,-154.23333,"2232","2311",4931,1,0,68
"Ruppert Lake",67.06667,-154.23333,"2232","2311",5197,4,2,29
"Ruppert Lake",67.06667,-154.23333,"2232","2311",5370,0,0,30
"Ruppert Lake",67.06667,-154.23333,"2232","2311",5544,3,1,9
"Ruppert Lake",67.06667,-154.23333,"2232","2311",5891,2,0,8
"Ruppert Lake",67.06667,-154.23333,"2232","2311",6238,2,0,5
"Ruppert Lake",67.06667,-154.23333,"2232","2311",6412,2,0,3
"Ruppert Lake",67.06667,-154.23333,"2232","2311",6586,3,1,2
"Ruppert Lake",67.06667,-154.23333,"2232","2311",6759,13,4,19
"Ruppert Lake",67.06667,-154.23333,"2232","2311",6933,5,3,7
"Ruppert Lake",67.06667,-154.23333,"2232","2311",7106,6,1,14
"Ruppert Lake",67.06667,-154.23333,"2232","2311",7280,15,4,21
"Ruppert Lake",67.06667,-154.23333,"2232","2311",7380,9,1,13
